1,2,2,3,2,4,2,4,3,4,2,6,2,4,4,5,2,6,2,6,4,4,2,8,3,4,4,6,2,8,2,6,4,4,4,9,2,4,4,8,2,8,2,6,6,4,2,10,3,6,4,6,2,8,4,8,4,4,2,12,2,4,6,7,4,8,2,6,4,8,2,12,2,4,6,6,4,8,2,10,5,4,2,12,4,4,4,8,2,12,4,6,4,4,4,12,2,6,6,9,2,8,2,8,8,4,2,12,2,8,4,10,2,8,4,6,6,4,4,16,3,4,4,6,4,12,2,8,4,8,2,12,4,4,8,8,2,8,2,12,4,4,4,15,4,4,6,6,2,12,2,8,6,8,4,12,2,4,4,12,4,10,2,6,8,4,2,16,3,8,6,6,2,8,6,10,4,4,2,18,2,8,4,8,4,8,4,6,8,8,2,14,2,4,8,9,2,12,2,12,4,4,4,12,4,4,6,10,4,16,2,6,4,4,4,16,4,4,4,12,4,8,2,12,9,4,2,12,2,8,8,8,2,12,4,6,4,8,2,20,2,6,6,6,6,8,4,8,4,8,2,18,4,4,8,
2,3,4,4,4,6,4,5,6,6,4,8,4,6,8,6,4,9,4,8,8,6,4,10,6,6,8,8,4,12,4,7,8,6,8,12,4,6,8,10,4,12,4,8,12,6,4,12,6,9,8,8,4,12,8,10,8,6,4,16,4,6,12,8,8,12,4,8,8,12,4,15,4,6,12,8,8,12,4,12,10,6,4,16,8,6,8,10,4,18,8,8,8,6,8,14,4,9,12,12,4,12,4,10,16,6,4,16,4,12,8,12,4,12,8,8,12,6,8,20,6,6,8,8,8,18,4,9,6,10,2,14,6,4,14,8,2,10,2,14,6,4,6,16,6,4,10,6,2,16,2,8,10,10,6,14,2,4,6,12,6,13,2,6,14,4,2,18,4,10,10,6,2,10,10,10,6,4,2,22,2,10,6,8,6,10,6,6,14,10,2,14,2,4,14,10,2,16,2,13,6,4,6,14,6,4,10,10,6,22,2,6,6,4,6,18,6,4,6,14,6,10,2,12,16,4,2,14,2,10,14,8,2,16,6,6,6,10,2,22,2,7,10,6,10,10,6,8,6,10,2,22,6,4,14,
2,4,3,6,4,6,4,8,4,8,4,9,4,8,6,10,4,8,4,12,6,8,4,12,6,8,5,12,4,12,4,12,6,8,8,12,4,8,6,16,4,12,4,12,8,8,4,15,6,12,6,12,4,10,8,16,6,8,4,18,4,8,8,14,8,12,4,12,6,16,4,16,4,8,9,12,8,12,4,20,6,8,4,18,8,6,4,14,2,14,6,10,4,6,6,16,2,10,6,16,2,10,2,14,10,6,2,13,2,14,4,18,2,10,6,10,6,6,6,22,4,6,4,10,6,14,2,14,4,14,2,16,6,6,8,14,2,10,2,22,4,6,6,18,6,6,7,10,2,16,2,14,6,14,6,16,2,6,4,22,6,10,2,10,10,6,2,22,4,14,6,8,2,8,10,16,4,4,2,20,2,12,4,12,6,8,6,8,8,12,2,17,2,4,10,14,2,12,2,20,4,4,6,14,6,4,6,16,6,20,2,8,4,4,6,16,6,4,4,20,6,8,2,20,10,4,2,14,2,12,10,12,2,12,6,8,4,12,2,26,2,8,5,8,10,8,6,12,4,12,2,20,6,4,10,
3,4,6,5,6,8,6,6,9,8,6,10,6,8,12,7,6,12,6,10,12,8,6,12,9,8,12,10,6,16,6,8,12,8,12,15,6,8,12,12,6,16,6,10,18,8,6,14,9,12,12,10,6,16,12,12,12,8,6,20,6,8,18,9,10,14,4,8,10,14,4,16,4,6,16,8,10,14,4,12,13,6,4,18,10,6,10,10,4,22,10,8,10,6,10,14,4,10,16,13,4,14,4,10,22,6,4,18,4,14,10,12,4,14,10,8,16,6,10,22,7,6,10,8,10,22,4,8,8,12,2,16,8,4,20,8,2,12,2,16,8,4,8,17,8,4,14,6,2,20,2,8,14,12,8,16,2,4,8,12,8,16,2,6,20,4,2,20,5,12,14,6,2,12,14,10,8,4,2,26,2,12,8,8,8,12,8,6,20,12,2,14,2,4,18,11,2,18,2,14,6,4,8,14,8,4,12,10,8,26,2,6,6,4,8,18,8,4,6,16,8,10,2,12,21,4,2,14,2,12,18,8,2,18,8,6,6,12,2,22,2,8,12,6,14,10,8,8,6,12,2,24,8,4,18,
2,4,4,6,3,8,4,8,6,6,4,12,4,8,6,10,4,12,4,9,8,8,4,16,4,8,8,12,4,12,4,12,8,8,6,18,4,8,8,12,4,16,4,12,9,8,4,20,6,8,8,10,2,14,4,14,6,6,2,16,2,6,10,12,4,14,2,10,6,10,2,22,2,6,6,10,6,14,2,13,8,6,2,22,4,6,6,14,2,16,6,10,6,6,4,22,2,10,10,10,2,14,2,12,10,4,2,20,2,8,6,16,2,12,4,8,10,4,6,20,4,4,6,8,3,20,2,12,6,8,2,20,6,4,10,12,2,12,2,14,6,4,6,26,4,4,10,8,2,12,2,12,10,12,4,18,2,4,4,14,6,14,2,8,8,4,2,26,4,8,8,8,2,10,6,16,4,4,2,21,2,12,4,12,4,10,6,8,12,8,2,22,2,4,8,14,2,18,2,12,4,4,6,18,4,4,8,14,6,18,2,6,4,4,4,24,6,4,4,12,6,10,2,18,8,4,2,16,2,8,12,10,2,18,4,6,4,12,2,22,2,8,8,6,7,10,6,10,4,6,2,28,6,4,8,
4,6,6,8,8,9,8,10,8,12,8,12,8,12,12,12,8,12,8,16,12,12,8,15,12,12,10,16,8,18,8,14,12,12,16,16,8,12,12,20,8,18,6,14,14,10,6,16,10,16,10,14,6,13,14,18,10,10,6,22,6,10,14,14,14,16,6,14,10,22,6,18,6,10,16,14,14,16,6,22,10,10,6,22,14,8,8,16,4,20,12,12,8,8,12,17,4,14,12,20,4,14,4,16,20,8,4,16,4,20,8,20,4,14,12,12,12,8,12,26,8,8,8,12,12,20,4,14,6,18,2,18,10,6,14,14,2,12,2,26,6,6,10,18,10,6,12,10,2,21,2,14,10,18,10,18,2,6,6,22,10,12,2,10,18,6,2,24,6,18,10,8,2,10,18,16,6,4,2,24,2,16,6,12,10,10,10,8,14,16,2,16,2,4,18,16,2,16,2,22,6,4,10,16,10,4,10,16,10,28,2,8,6,4,8,17,10,4,6,22,10,10,2,20,16,4,2,16,2,14,18,12,2,16,8,8,6,16,2,26,2,10,8,8,16,10,10,12,6,14,2,24,10,4,16,
2,4,4,6,4,8,3,8,6,8,4,12,4,6,8,10,4,12,4,12,6,8,4,16,6,8,8,9,4,16,4,12,8,8,6,18,2,6,6,14,2,10,2,10,10,6,2,18,2,10,6,10,2,14,6,10,6,6,2,22,2,6,7,12,6,14,2,10,6,10,2,22,2,4,10,8,4,12,2,16,8,4,2,14,6,4,6,12,2,20,4,8,6,4,6,20,2,4,10,14,2,12,2,12,10,4,2,20,2,12,4,11,2,10,6,8,8,4,4,26,4,4,4,8,6,12,2,12,4,12,2,18,4,4,12,12,2,10,2,14,4,4,6,24,6,4,4,6,2,18,2,10,8,8,6,16,2,4,4,18,4,14,2,6,12,4,2,16,4,12,8,6,2,10,7,14,4,4,2,28,2,8,4,10,4,10,6,6,8,10,2,20,2,4,10,6,2,18,2,16,4,4,4,16,4,4,8,14,6,16,2,6,4,4,4,24,4,4,4,16,6,8,2,12,12,4,2,14,2,10,8,10,2,16,4,6,4,8,2,28,2,8,8,6,4,8,6,10,4,10,2,17,6,4,10,
4,5,8,6,8,10,8,7,12,10,8,12,8,10,16,8,8,15,8,12,16,10,8,14,12,10,16,12,8,20,8,9,14,8,14,16,6,8,14,12,6,18,6,10,22,8,6,14,10,13,14,10,6,18,14,12,14,8,6,22,6,8,22,8,12,16,4,8,12,16,4,17,4,6,20,8,12,16,4,12,16,6,4,20,12,6,12,10,4,26,12,8,12,6,12,14,4,11,18,14,4,14,4,10,26,6,4,18,4,16,10,12,4,14,12,8,18,6,12,22,8,6,10,8,12,24,4,7,8,14,2,16,10,4,24,8,2,12,2,18,8,4,10,16,10,4,16,6,2,22,2,8,16,14,10,16,2,4,8,12,10,17,2,6,22,4,2,20,6,12,16,6,2,12,16,10,8,4,2,26,2,14,8,8,8,12,10,6,24,12,2,12,2,4,20,12,2,20,2,13,6,4,10,14,8,4,14,10,10,28,2,6,6,4,8,18,10,4,6,16,10,10,2,12,24,4,2,14,2,12,20,8,2,20,8,6,6,12,2,20,2,9,14,6,14,10,10,8,6,12,2,24,10,4,20,
3,6,4,9,6,8,6,12,5,12,6,12,6,12,8,15,6,10,6,18,8,12,6,16,9,12,6,18,4,14,4,16,6,10,10,13,4,10,6,22,4,14,4,16,8,10,4,18,7,16,6,16,4,10,10,22,6,8,4,20,4,8,8,17,10,12,4,14,6,20,4,16,4,8,10,14,10,12,4,26,5,8,4,20,10,6,4,18,2,14,8,12,4,6,8,18,2,12,6,21,2,10,2,18,12,6,2,12,2,18,4,24,2,10,8,10,6,6,8,24,5,6,4,10,8,14,2,16,4,18,2,16,8,6,8,16,2,10,2,28,4,6,8,17,6,6,8,10,2,16,2,16,6,18,6,16,2,6,4,26,8,8,2,10,10,6,2,24,5,16,6,8,2,8,12,20,4,4,2,18,2,16,4,14,6,8,8,8,8,14,2,18,2,4,10,17,2,12,2,24,4,4,6,14,6,4,6,20,8,20,2,8,4,4,6,14,6,4,4,24,8,8,2,24,9,4,2,14,2,14,10,12,2,12,6,8,4,14,2,26,2,10,4,8,10,8,8,12,4,14,2,18,8,4,10,
4,6,8,8,6,12,8,10,12,9,8,16,8,12,12,12,8,18,8,12,16,12,8,20,8,10,14,14,6,16,6,12,14,10,10,22,6,10,14,13,6,22,6,14,16,10,6,22,10,10,14,12,4,20,8,16,12,8,4,20,4,8,20,12,8,20,4,12,12,14,4,26,4,8,12,12,12,18,4,14,14,8,4,26,8,8,10,16,4,21,12,12,10,8,8,22,4,14,18,12,4,18,4,14,18,6,4,24,4,12,10,18,4,16,8,10,18,6,12,22,8,6,10,10,6,28,4,12,8,10,2,22,10,4,16,12,2,14,2,16,8,4,10,26,6,4,16,8,2,14,2,12,16,16,6,20,2,4,6,13,10,18,2,8,14,4,2,28,6,10,14,8,2,12,10,16,6,4,2,24,2,14,6,12,6,12,10,8,20,10,2,20,2,4,14,14,2,24,2,12,6,4,8,20,6,4,14,14,10,22,2,6,6,4,6,26,8,4,6,14,10,12,2,16,14,4,2,18,2,10,20,10,2,22,6,6,6,14,2,22,2,10,12,6,10,12,10,10,6,7,2,30,10,4,14,
